Gene Entrez ID	Gene Symbol
11332	ACOT7
11335	CBX3
11337	GABARAP
11338	U2AF2
11339	OIP5
11340	EXOSC8
11342	RNF13
11344	TWF2
11345	GABARAPL2
11346	SYNPO
22794	CASC3
22797	TFEC
22800	RRAS2
22803	XRN2
22806	IKZF3
22809	ATF5
22818	COPZ1
22820	COPG1
22822	PHLDA1
22823	MTF2
22824	HSPA4L
22826	DNAJC8
22827	PUF60
22828	SCAF8
22836	RHOBTB3
22852	ANKRD26
22853	LMTK2
22858	ICK
22861	NLRP1
22870	PPP6R1
22873	DZIP1
22881	ANKRD6
22890	ZBTB1
22894	DIS3
22897	CEP164
22903	BTBD3
22906	TRAK1
22907	DHX30
22908	SACM1L
22909	FAN1
22913	RALY
22916	NCBP2
22918	CD93
22919	MAPRE1
22920	KIFAP3
22927	HABP4
22933	SIRT2
22938	SNW1
22943	DKK1
22948	CCT5
22950	SLC4A1AP
22974	TPX2
22976	PAXIP1
22981	NINL
22983	MAST1
22984	PDCD11
22985	ACIN1
22992	KDM2A
22995	CEP152
23001	WDFY3
23002	DAAM1
23014	FBXO21
23016	EXOSC7
23019	CNOT1
23020	SNRNP200
23022	PALLD
23026	MYO16
23028	KDM1A
23029	RBM34
23031	MAST3
23039	XPO7
23042	PDXDC1
23043	TNIK
23049	SMG1
23054	NCOA6
23062	GGA2
23064	SETX
23067	SETD1B
23071	ERP44
23075	SWAP70
23076	RRP1B
23078	VWA8
23085	ERC1
23090	ZNF423
23095	KIF1B
23097	CDK19
23107	MRPS27
23111	SPG20
23112	TNRC6B
23118	TAB2
23119	HIC2
23122	CLASP2
23126	POGZ
23130	ATG2A
23132	RAD54L2
23135	KDM6B
23136	EPB41L3
23137	SMC5
23141	ANKLE2
23143	LRCH1
23148	NACAD
23149	FCHO1
23157	SEPT6
23160	WDR43
23163	GGA3
23165	NUP205
23170	TTLL12
23172	FAM175B
23174	ZCCHC14
23177	CEP68
23178	PASK
23181	DIP2A
23184	MESDC2
23185	LARP4B
23186	RCOR1
23189	KANK1
23191	CYFIP1
23193	GANAB
23195	MDN1
23196	FAM120A
23197	FAF2
23198	PSME4
23201	FAM168A
23204	ARL6IP1
23205	ACSBG1
23208	SYT11
23209	MLC1
23210	JMJD6
23211	ZC3H4
23212	RRS1
23214	XPO6
23221	RHOBTB2
23223	RRP12
23224	SYNE2
23225	NUP210
23228	PLCL2
23234	DNAJC9
23239	PHLPP1
23243	ANKRD28
23244	PDS5A
23246	BOP1
23248	RPRD2
23256	SCFD1
23264	ZC3H7B
23265	EXOC7
23269	MGA
23279	NUP160
23283	CSTF2T
23291	FBXW11
23294	ANKS1A
23295	MGRN1
23299	BICD2
23303	KIF13B
23304	UBR2
23307	FKBP15
23314	SATB2
23317	DNAJC13
23322	RPGRIP1L
23326	USP22
23327	NEDD4L
23328	SASH1
23347	SMCHD1
23348	DOCK9
23350	U2SURP
23352	UBR4
23360	FNBP4
23367	LARP1
23368	PPP1R13B
23370	ARHGEF18
23371	TENC1
23376	UFL1
23381	SMG5
23384	SPECC1L
23386	NUDCD3
23387	SIK3
23389	MED13L
23390	ZDHHC17
23392	KIAA0368
23394	ADNP
23397	NCAPH
23401	FRAT2
23403	FBXO46
23404	EXOSC2
23405	DICER1
23408	SIRT5
23409	SIRT4
23410	SIRT3
23411	SIRT1
23414	ZFPM2
23420	NOMO1
23426	GRIP1
23429	RYBP
23434	C3orf27
23435	TARDBP
23446	SLC44A1
23450	SF3B3
23451	SF3B1
23462	HEY1
23466	CBX6
23468	CBX5
23469	PHF3
23471	TRAM1
23473	CAPN7
23476	BRD4
23481	PES1
23492	CBX7
23495	TNFRSF13B
23499	MACF1
23504	RIMBP2
23506	GLTSCR1L
23510	KCTD2
23511	NUP188
23512	SUZ12
23515	MORC3
23517	SKIV2L2
23521	RPL13A
23524	SRRM2
23528	ZNF281
23530	NNT
23542	MAPK8IP2
23543	RBFOX2
23551	RASD2
23552	CDK20
23557	SNAPIN
23558	WBP2
23560	GTPBP4
23564	DDAH2
23569	PADI4
23586	DDX58
23592	LEMD3
23598	PATZ1
23603	CORO1C
23609	MKRN2
23612	PHLDA3
23616	SH3BP1
23619	ZIM2
23623	RUSC1
23624	CBLC
23630	KCNE1L
23633	KPNA6
23636	NUP62
23637	RABGAP1
23640	HSPBP1
23641	LDOC1
23644	EDC4
23645	PPP1R15A
23646	PLD3
23647	ARFIP2
23649	POLA2
23650	TRIM29
23658	LSM5
23673	STX12
23676	SMPX
23678	SGK3
23682	RAB38
23683	PRKD3
23704	KCNE4
23708	GSPT2
23710	GABARAPL1
23753	SDF2L1
23764	MAFF
23770	FKBP8
23786	BCL2L13
24139	EML2
24140	FTSJ1
24144	TFIP11
24148	PRPF6
25777	SUN2
25788	RAD54B
25793	FBXO7
25796	PGLS
25800	SLC39A6
25804	LSM4
25806	VAX2
25813	SAMM50
25816	TNFAIP8
25818	KLK5
25820	ARIH1
25822	DNAJB5
25839	COG4
25841	ABTB2
25842	ASF1A
25852	ARMC8
25855	BRMS1
25864	ABHD14A
25865	PRKD2
25871	C3orf17
25873	RPL36
25875	LETMD1
25879	DCAF13
25886	POC1A
25898	RCHY1
25902	MTHFD1L
25906	ANAPC15
25909	AHCTF1
25913	POT1
25920	NELFB
25926	NOL11
25929	GEMIN5
25930	PTPN23
25932	CLIC4
25937	WWTR1
25939	SAMHD1
25940	FAM98A
25942	SIN3A
25945	PVRL3
25950	RWDD3
25959	KANK2
25962	KIAA1429
25970	SH2B1
25973	PARS2
25978	CHMP2B
25979	DHRS7B
25988	HINFP
25998	IBTK
26000	TBC1D10B
26003	GORASP2
26015	RPAP1
26018	LRIG1
26019	UPF2
26022	TMEM98
26024	PTCD1
26036	ZNF451
26039	SS18L1
26040	SETBP1
26046	LTN1
26053	AUTS2
26056	RAB11FIP5
26057	ANKRD17
26058	GIGYF2
26065	LSM14A
26073	POLDIP2
26088	GGA1
26092	TOR1AIP1
26093	CCDC9
26097	CHTOP
26100	WIPI2
26118	WSB1
26121	PRPF31
26123	TCTN3
26127	FGFR1OP2
26128	KIAA1279
26133	TRPC4AP
26135	SERBP1
26136	TES
26146	TRAF3IP1
26147	PHF19
26148	C10orf12
26151	NAT9
26155	NOC2L
26156	RSL1D1
26166	RGS22
26168	SENP3
26205	GMEB2
26206	SPAG8
26225	ARL5A
26227	PHGDH
26239	LCE2B
26240	FAM50B
26249	KLHL3
26256	CABYR
26258	BLOC1S6
26259	FBXW8
26260	FBXO25
26263	FBXO22
26270	FBXO6
26272	FBXO4
26277	TINF2
26278	SACS
26291	FGF21
26292	MYCBP
26297	SERGEF
26353	HSPB8
26354	GNL3
26502	NARF
26508	HEYL
26517	TIMM13
26523	AGO1
26524	LATS2
26525	IL36RN
26528	DAZAP1
26574	AATF
26576	SRPK3
26586	CKAP2
26589	MRPL46
26608	TBL2
26953	RANBP6
26958	COPG2
26984	SEC22A
26985	AP3M1
26986	PABPC1
26993	AKAP8L
26994	RNF11
27005	USP21
27023	FOXB1
27030	MLH3
27037	TRMT2A
27040	LAT
27043	PELP1
27044	SND1
27068	PPA2
27076	LYPD3
27101	CACYBP
27107	ZBTB11
27109	ATP5S
27113	BBC3
27120	DKKL1
27122	DKK3
27131	SNX5
27151	CPAMD8
27161	AGO2
27178	IL37
27183	VPS4A
27185	DISC1
27230	SERP1
27232	GNMT
27236	ARFIP1
27238	GPKOW
27242	TNFRSF21
27243	CHMP2A
27246	RNF115
27250	PDCD4
27254	CSDC2
27258	LSM3
27283	TINAG
27292	DIMT1
27302	BMP10
27306	HPGDS
27315	PGAP2
27316	RBMX
27327	TNRC6A
27328	PCDH11X
27330	RPS6KA6
27332	ZNF638
27335	EIF3K
27336	HTATSF1
27339	PRPF19
27341	RRP7A
27342	RABGEF1
27429	HTRA2
27430	MAT2B
27436	EML4
28957	MRPS28
28958	COA3
28960	DCPS
28964	GIT1
28969	BZW2
28973	MRPS18B
28977	MRPL42
28984	RGCC
28985	MCTS1
28986	MAGEH1
28987	NOB1
28988	DBNL
28996	HIPK2
28998	MRPL13
28999	KLF15
29058	TMEM230
29072	SETD2
29074	MRPL18
29079	MED4
29082	CHMP4A
29086	BABAM1
29087	THYN1
29088	MRPL15
29093	MRPL22
29098	RANGRF
29101	SSU72
29102	DROSHA
29107	NXT1
29108	PYCARD
29109	FHOD1
29110	TBK1
29115	SAP30BP
29117	BRD7
29122	PRSS50
29123	ANKRD11
29124	LGALS13
29127	RACGAP1
29128	UHRF1
29761	USP25
29766	TMOD3
29789	OLA1
29796	UQCR10
29803	REPIN1
29843	SENP1
29855	UBN1
29883	CNOT7
29886	SNX8
29888	STRN4
29889	GNL2
29890	RBM15B
29893	PSMC3IP
29894	CPSF1
29904	EEF2K
29922	NME7
29927	SEC61A1
29941	PKN3
29946	SERTAD3
29947	DNMT3L
29950	SERTAD1
29956	CERS2
29957	SLC25A24
29959	NRBP1
29974	A1CF
29978	UBQLN2
29979	UBQLN1
29992	PILRA
29997	GLTSCR2
30000	TNPO2
30001	ERO1L
30008	EFEMP2
30011	SH3KBP1
30812	SOX8
30818	KCNIP3
30827	CXXC1
30834	ZNRD1
30835	CD209
30837	SOCS7
30968	STOML2
49856	WRAP73
50484	RRM2B
50511	SYCP3
50615	IL21R
50626	CYHR1
50628	GEMIN4
50640	PNPLA8
50651	SLC45A1
50717	DCAF8
50807	ASAP1
50809	HP1BP3
50813	COPS7A
50848	F11R
50855	PARD6A
50861	STMN3
51003	MED31
51008	ASCC1
51009	DERL2
51010	EXOSC3
51013	EXOSC1
51015	ISOC1
51018	RRP15
51021	MRPS16
51026	GOLT1B
51028	VPS36
51031	GLOD4
51035	UBXN1
51043	ZBTB7B
51056	LAP3
51060	TXNDC12
51061	TXNDC11
51065	RPS27L
51067	YARS2
51068	NMD3
51069	MRPL2
51070	NOSIP
51073	MRPL4
51079	NDUFA13
51081	MRPS7
51083	GAL
51086	TNNI3K
51090	PLLP
51096	UTP18
51103	NDUFAF1
51106	TFB1M
51116	MRPS2
51119	SBDS
51121	RPL26L1
51126	NAA20
51127	TRIM17
51129	ANGPTL4
51130	ASB3
51132	RLIM
51135	IRAK4
51138	COPS4
51141	INSIG2
51142	CHCHD2
51143	DYNC1LI1
51147	ING4
51148	CERCAM
51155	HN1
51164	DCTN4
51170	HSD17B11
51176	LEF1
51177	PLEKHO1
51181	DCXR
51182	HSPA14
51185	CRBN
51187	RSL24D1
51191	HERC5
51194	IPO11
51199	NIN
51202	DDX47
51203	NUSAP1
51222	ZNF219
51231	VRK3
51236	FAM203A
51247	PAIP2
51253	MRPL37
51259	TMEM216
51260	PBDC1
51270	TFDP3
51272	BET1L
51280	GOLM1
51283	BFAR
51285	RASL12
51295	ECSIT
51296	SLC15A3
51297	BPIFA1
51300	TIMMDC1
51319	RSRC1
51320	MEX3C
51324	SPG21
51327	AHSP
51334	PRR16
51335	NGRN
51339	DACT1
51340	CRNKL1
51341	ZBTB7A
51343	FZR1
51350	KRT76
51362	CDC40
51365	PLA1A
51366	UBR5
51371	POMP
51374	ATRAID
51375	SNX7
51377	UCHL5
51379	CRLF3
51380	CSAD
51386	EIF3L
51406	NOL7
51411	BIN2
51412	ACTL6B
51428	DDX41
51429	SNX9
51433	ANAPC5
51441	YTHDF2
51442	VGLL1
51466	EVL
51474	LIMA1
51475	CABP2
51478	HSD17B7
51490	C9orf114
51493	RTCB
51503	CWC15
51504	TRMT112
51506	UFC1
51510	CHMP5
51512	GTSE1
51520	LARS
51523	CXXC5
51527	GSKIP
51530	ZC3HC1
51534	VTA1
51535	PPHLN1
51542	VPS54
51547	SIRT7
51548	SIRT6
51552	RAB14
51559	NT5DC3
51564	HDAC7
51566	ARMCX3
51567	TDP2
51569	UFM1
51574	LARP7
51586	MED15
51588	PIAS4
51592	TRIM33
51593	SRRT
51594	NBAS
51602	NOP58
51605	TRMT6
51608	GET4
51619	UBE2D4
51631	LUC7L2
51637	C14orf166
51639	SF3B14
51643	TMBIM4
51645	PPIL1
51646	YPEL5
51649	MRPS23
51650	MRPS33
51652	CHMP3
51655	RASD1
51659	GINS2
51661	FKBP7
51663	ZFR
51666	ASB4
51667	NUB1
51676	ASB2
51678	MPP6
51684	SUFU
51691	NAA38
51692	CPSF3
51701	NLK
51710	ZNF44
51720	UIMC1
51726	DNAJB11
51729	WBP11
51734	MSRB1
51738	GHRL
51741	WWOX
51742	ARID4B
51747	LUC7L3
51755	CDK12
51776	ZAK
51804	SIX4
51808	PHAX
53349	ZFYVE1
53371	NUP54
53407	STX18
53615	MBD3
53822	FXYD7
53832	IL20RA
53833	IL20RB
53840	TRIM34
53918	PELO
53938	PPIL3
53981	CPSF2
54039	PCBP3
54148	MRPL39
54165	DCUN1D1
54205	CYCS
54206	ERRFI1
54207	KCNK10
54386	TERF2IP
54407	SLC38A2
54439	RBM27
54442	KCTD5
54443	ANLN
54458	PRR13
54464	XRN1
54467	ANKIB1
54471	SMCR7L
54472	TOLLIP
54475	NLE1
54487	DGCR8
54499	TMCO1
54505	DHX29
54507	ADAMTSL4
54512	EXOSC4
54514	DDX4
54517	PUS7
54518	APBB1IP
54534	MRPL50
54539	NDUFB11
54540	FAM193B
54541	DDIT4
54542	RC3H2
54544	CRCT1
54550	NECAB2
54552	GNL3L
54555	DDX49
54556	ING3
54557	SGTB
54583	EGLN1
54584	GNB1L
54596	L1TD1
54606	DDX56
54617	INO80
54665	RSBN1
54708	MARCH5
54726	OTUD4
54732	TMED9
54754	NUTM2F
54758	KLHDC4
54768	HYDIN
54769	DIRAS2
54776	PPP1R12C
54778	RNF111
54785	C17orf59
54788	DNAJB12
54793	KCTD9
54806	AHI1
54814	QPCTL
54815	GATAD2A
54819	ZCCHC10
54828	BCAS3
54838	WBP1L
54840	APTX
54842	MFSD6
54843	SYTL2
54861	SNRK
54862	CC2D1A
54867	TMEM214
54873	PALMD
54880	BCOR
54881	TEX10
54882	ANKHD1
54887	UHRF1BP1
54888	NSUN2
54890	ALKBH5
54894	RNF43
54903	MKS1
54904	WHSC1L1
54906	FAM208B
54915	YTHDF1
54926	UBE2R2
54927	CHCHD3
54931	TRMT10C
54938	SARS2
54949	SDHAF2
54955	C1orf109
54957	TXNL4B
54959	ODAM
54971	BANP
54972	TMEM132A
54974	THG1L
54982	CLN6
54984	PINX1
54994	GID8
55004	LAMTOR1
55012	PPP2R3C
55014	STX17
55027	HEATR3
55033	FKBP14
55037	PTCD3
55038	CDCA4
55048	VPS37C
55054	ATG16L1
55069	TMEM248
55072	RNF31
55075	UACA
55082	ARGLU1
55083	KIF26B
55088	C10orf118
55090	MED9
55093	WDYHV1
55105	GPATCH2
55120	FANCL
55125	CEP192
55127	HEATR1
55131	RBM28
55133	SRBD1
55137	FIGN
55138	FAM90A1
55143	CDCA8
55145	THAP1
55146	ZDHHC4
55149	MTPAP
55159	RFWD3
55165	CEP55
55168	MRPS18A
55170	PRMT6
55176	SEC61A2
55183	RIF1
55191	NADSYN1
55193	PBRM1
55194	EVA1B
55195	C14orf105
55201	MAP1S
55210	ATAD3A
55216	C11orf57
55217	TMLHE
55218	EXD2
55223	TRIM62
55225	RAVER2
55226	NAT10
55231	CCDC87
55234	SMU1
55236	UBA6
55238	SLC38A7
55239	OGFOD1
55250	ELP2
55251	PCMTD2
55257	MRGBP
55259	CASC1
55269	PSPC1
55272	IMP3
55276	PGM2
55280	CWF19L1
55284	UBE2W
55285	RBM41
55286	C4orf19
55290	BRF2
55294	FBXW7
55299	BRIX1
55308	DDX19A
55319	TMA16
55325	UFSP2
55337	C19orf66
55339	WDR33
55341	LSG1
55342	STRBP
55355	HJURP
55359	STYK1
55362	TMEM63B
55363	HEMGN
55365	TMEM176A
55379	LRRC59
55421	C17orf85
55466	DNAJA4
55500	ETNK1
55504	TNFRSF19
55505	NOP10
55506	H2AFY2
55509	BATF3
55544	RBM38
55558	PLXNA3
55572	FOXRED1
55577	NAGK
55578	SUPT20H
55582	KIF27
55588	MED29
55589	BMP2K
55596	ZCCHC8
55602	CDKN2AIP
55603	FAM46A
55607	PPP1R9A
55611	OTUB1
55620	STAP2
55621	TRMT1
55622	TTC27
55626	AMBRA1
55631	LRRC40
55643	BTBD2
55644	OSGEP
55646	LYAR
55655	NLRP2
55658	RNF126
55660	PRPF40A
55661	DDX27
55664	CDC37L1
55671	SMEK1
55681	SCYL2
55684	RABL6
55690	PACS1
55691	FRMD4A
55692	LUC7L
55695	NSUN5
55696	RBM22
55697	VAC14
55698	RADIL
55700	MAP7D1
55703	POLR3B
55705	IPO9
55715	DOK4
55720	TSR1
55723	ASF1B
55729	ATF7IP
55731	FAM222B
55737	VPS35
55739	CARKD
55743	CHFR
55746	NUP133
55748	CNDP2
55753	OGDHL
55755	CDK5RAP2
55759	WDR12
55769	ZNF83
55781	RIOK2
55785	FGD6
55791	LRIF1
55794	DDX28
55813	UTP6
55816	DOK5
55823	VPS11
55824	PAG1
55827	DCAF6
55829	VIMP
55832	CAND1
55833	UBAP2
55835	CENPJ
55850	USE1
55854	ZC3H15
55859	BEX1
55860	ACTR10
55862	ECHDC1
55869	HDAC8
55872	PBK
55884	WSB2
55894	DEFB103B
55900	ZNF302
55907	CMAS
55914	ERBB2IP
55917	CTTNBP2NL
55920	RCC2
55922	NKRF
55929	DMAP1
55930	MYO5C
55957	LIN37
55958	KLHL9
55968	NSFL1C
55969	C20orf24
55971	BAIAP2L1
56000	NXF3
56005	C19orf10
56006	SMG9
56111	PCDHGA4
56144	PCDHA4
56154	TEX15
56252	YLPM1
56254	RNF20
56257	MEPCE
56259	CTNNBL1
56270	WDR45B
56288	PARD3
56302	TRPV5
56311	ANKRD7
56341	PRMT8
56342	PPAN
56478	EIF4ENIF1
56616	DIABLO
56647	BCCIP
56681	SAR1A
56704	JPH1
56829	ZC3HAV1
56852	RAD18
56893	UBQLN4
56897	WRNIP1
56902	PNO1
56916	SMARCAD1
56919	DHX33
56922	MCCC1
56926	NCLN
56945	MRPS22
56949	XAB2
56950	SMYD2
56952	PRTFDC1
56957	OTUD7B
56984	PSMG2
56993	TOMM22
57002	YAE1D1
57003	CCDC47
57045	TWSG1
57062	DDX24
57082	CASC5
57085	AGTRAP
57088	PLSCR4
57099	AVEN
57104	PNPLA2
57106	NAT14
57118	CAMK1D
57120	GOPC
57122	NUP107
57132	CHMP1B
57136	APMAP
57142	RTN4
57148	RALGAPB
57154	SMURF1
57159	TRIM54
57162	PELI1
57175	CORO1B
57178	ZMIZ1
57179	KIAA1191
57180	ACTR3B
57187	THOC2
57217	TTC7A
57228	SMAGP
57326	PBXIP1
57332	CBX8
57335	ZNF286A
57338	JPH3
57380	MRS2
57409	MIF4GD
57418	WDR18
57448	BIRC6
57461	ISY1
57470	LRRC47
57472	CNOT6
57488	ESYT2
57504	MTA3
57506	MAVS
57510	XPO5
57511	COG6
57520	HECW2
57521	RPTOR
57523	NYNRIN
57524	CASKIN1
57532	NUFIP2
57542	KLHL42
57561	ARRDC3
57562	KIAA1377
57575	PCDH10
57576	KIF17
57580	PREX1
57591	MKL1
57592	ZNF687
57594	HOMEZ
57596	BEGAIN
57599	WDR48
57602	USP36
57606	SLAIN2
57619	SHROOM3
57621	ZBTB2
57634	EP400
57636	ARHGAP23
57644	MYH7B
57647	DHX37
57654	UVSSA
57661	PHRF1
57662	CAMSAP3
57666	FBRSL1
57669	EPB41L5
57680	CHD8
57684	ZBTB26
57690	TNRC6C
57709	SLC7A14
57727	NCOA5
57731	SPTBN4
57761	TRIB3
57787	MARK4
57794	SUGP1
57805	KIAA1967
57817	HAMP
57821	CCDC181
58155	PTBP2
58472	SQRDL
58477	SRPRB
58478	ENOPH1
58490	RPRD1B
58497	PRUNE
58506	SCAF1
58508	KMT2C
58513	EPS15L1
58515	SELK
58517	RBM25
58524	DMRT3
58526	MID1IP1
58529	MYOZ1
58533	SNX6
58985	IL22RA1
59272	ACE2
59342	SCPEP1
59345	GNB4
59349	KLHL12
60313	GPBP1L1
60314	C12orf10
60385	TSKS
60386	SLC25A19
60401	EDA2R
60412	EXOC4
60436	TGIF2
60468	BACH2
60484	HAPLN2
60488	MRPS35
60490	PPCDC
60491	NIF3L1
60492	CCDC90B
60496	AASDHPPT
60528	ELAC2
60561	RINT1
60626	RIC8A
60672	MIIP
60681	FKBP10
60682	SMAP1
63035	BCORL1
63875	MRPL17
63876	PKNOX2
63893	UBE2O
63898	SH2D4A
63908	NAPB
63916	ELMO2
63922	CHTF18
63929	XPNPEP3
63931	MRPS14
63932	CXorf56
63935	PCIF1
63943	FKBPL
63970	TP53AIP1
63971	KIF13A
63976	PRDM16
63978	PRDM14
63979	FIGNL1
64061	TSPYL2
64062	RBM26
64087	MCCC2
64109	CRLF2
64112	MOAP1
64115	C10orf54
64127	NOD2
64135	IFIH1
64146	PDF
64151	NCAPG
64184	EDDM3B
64210	MMS19
64219	PJA1
64223	MLST8
64236	PDLIM2
64318	NOC3L
64319	FBRS
64326	RFWD2
64332	NFKBIZ
64393	ZMAT3
64395	GMCL1
64397	ZNF106
64412	GZF1
64422	ATG3
64425	POLR1E
64434	NOM1
64478	CSMD1
64581	CLEC7A
64598	MOSPD3
64651	CSRNP1
64699	TMPRSS3
64708	COPS7B
64750	SMURF2
64756	ATPAF1
64773	PCED1A
64780	MICAL1
64785	GINS3
64786	TBC1D15
64793	CEP85
64794	DDX31
64795	RMND5A
64802	NMNAT1
64834	ELOVL1
64837	KLC2
64848	YTHDC2
64858	DCLRE1B
64859	NABP1
64895	PAPOLG
64897	C12orf43
64927	TTC23
64928	MRPL14
64946	CENPH
64949	MRPS26
64960	MRPS15
64963	MRPS11
64965	MRPS9
64968	MRPS6
64969	MRPS5
64975	MRPL41
64976	MRPL40
64978	MRPL38
64983	MRPL32
65003	MRPL11
65008	MRPL1
65018	PINK1
65057	ACD
65059	RAPH1
65062	TMEM237
65065	NBEAL1
65080	MRPL44
65083	NOL6
65095	KRI1
65108	MARCKSL1
65109	UPF3B
65110	UPF3A
65117	RSRC2
65125	WNK1
65244	SPATS2
65264	UBE2Z
65268	WNK2
65979	PHACTR4
65990	FAM173A
65991	FUNDC2
65992	DDRGK1
65993	MRPS34
78999	LRFN4
79001	VKORC1
79002	C19orf43
79004	CUEDC2
79005	SCNM1
79009	DDX50
79016	DDA1
79023	NUP37
79029	SPATA5L1
79033	ERI3
79035	NABP2
79039	DDX54
79047	KCTD15
79050	NOC4L
79072	FASTKD3
79073	TMEM109
79074	C2orf49
79077	DCTPP1
79080	CCDC86
79084	WDR77
79087	ALG12
79089	TMUB2
79090	TRAPPC6A
79098	C1orf116
79101	TAF1D
79139	DERL1
79155	TNIP2
79159	NOL12
79161	TMEM243
79171	RBM42
79174	CRELD2
79184	BRCC3
79190	IRX6
79228	THOC6
79370	BCL2L14
79415	C17orf62
79444	BIRC7
79446	WDR25
79576	NKAP
79577	CDC73
79589	RNF128
79590	MRPL24
79594	MUL1
79595	SAP130
79621	RNASEH2B
79622	SNRNP25
79635	CCDC121
79637	ARMC7
79642	ARSJ
79643	CHMP6
79656	BEND5
79657	RPAP3
79659	DYNC2H1
79660	PPP1R3B
79665	DHX40
79666	PLEKHF2
79669	C3orf52
79671	NLRX1
79673	ZNF329
79677	SMC6
79696	ZC2HC1C
79698	ZMAT4
79705	LRRK1
79707	NOL9
79710	MORC4
79711	IPO4
79720	VPS37B
79722	ANKRD55
79724	ZNF768
79729	SH3D21
79734	KCTD17
79751	SLC25A22
79753	SNIP1
79754	ASB13
79759	ZNF668
79767	ELMO3
79784	MYH14
79807	GSTCD
79830	ZMYM1
79836	LONRF3
79842	ZBTB3
79843	FAM124B
79845	RNF122
79848	CSPP1
79866	BORA
79867	TCTN2
79869	CPSF7
79870	BAALC
79871	RPAP2
79876	UBA5
79882	ZC3H14
79885	HDAC11
79902	NUP85
79922	MRM1
79930	DOK3
79931	TNIP3
79948	LPPR3
79956	ERMP1
79987	SVEP1
79991	OBFC1
80034	CSRNP3
80124	VCPIP1
80125	CCDC33
80139	ZNF703
80145	THOC7
80149	ZC3H12A
80150	ASRGL1
80179	MYO19
80198	MUS81
80204	FBXO11
80218	NAA50
80222	TARS2
80223	RAB11FIP1
80227	PAAF1
80230	RUFY1
80232	WDR26
80243	PREX2
80254	CEP63
80256	FAM214B
80258	EFHC2
80264	ZNF430
80270	HSD3B7
80273	GRPEL1
80279	CDK5RAP3
80306	MED28
80318	GKAP1
80321	CEP70
80324	PUS1
80335	WDR82
80351	TNKS2
80700	UBXN6
80755	AARSD1
80760	ITIH5
80772	GLTPD1
80775	TMEM177
80776	B9D2
80778	ZNF34
80817	CEP44
80854	SETD7
80895	ILKAP
81027	TUBB1
81488	POLR2M
81494	CFHR5
81550	TDRD3
81554	WBSCR16
81555	YIPF5
81565	NDEL1
81566	CSRNP2
81567	TXNDC5
81572	PDRG1
81576	CCDC130
81603	TRIM8
81605	URM1
81608	FIP1L1
81610	FAM83D
81619	TSPAN14
81620	CDT1
81627	TRMT1L
81628	TSC22D4
81631	MAP1LC3B
81671	VMP1
81790	RNF170
81846	SBF2
81847	RNF146
81850	KRTAP1-3
81851	KRTAP1-1
81857	MED25
81875	ISG20L2
81876	RAB1B
81887	LAS1L
81889	FAHD1
81892	SLIRP
81926	ABHD17A
81929	SEH1L
81930	KIF18A
83444	INO80B
83452	RAB33B
83473	KATNAL2
83538	TTC25
83540	NUF2
83541	FAM110A
83547	RILP
83548	COG3
83590	TMUB1
83593	RASSF5
83596	BCL2L12
83606	GUCD1
83638	C11orf68
83658	DYNLRB1
83659	TEKT1
83660	TLN2
83692	CD99L2
83696	TRAPPC9
83719	YPEL3
83737	ITCH
83743	GRWD1
83746	L3MBTL2
83759	RBM4B
83855	KLF16
83858	ATAD3B
83860	TAF3
83861	RSPH3
83862	TMEM120A
83872	HMCN1
83874	TBC1D10A
83878	USHBP1
83931	STK40
83939	EIF2A
83940	TATDN1
83942	TSSK1B
83985	SPNS1
83987	CCDC8
84061	MAGT1
84065	TMEM222
84078	KBTBD7
84080	ENKD1
84105	PCBD2
84108	PCGF6
84129	ACAD11
84135	UTP15
84152	PPP1R1B
84154	RPF2
84164	ASCC2
84166	NLRC5
84168	ANTXR1
84186	ZCCHC7
84206	MEX3B
84223	IQCG
84240	ZCCHC9
84245	MRI1
84246	MED10
84248	FYTTD1
84251	SGIP1
84254	CAMKK1
84256	FLYWCH1
84258	SYT3
84260	TCHP
84262	PSMG3
84263	HSDL2
84271	POLDIP3
84280	BTBD10
84283	TMEM79
84289	ING5
84292	WDR83
84295	PHF6
84301	DDI2
84303	CHCHD6
84305	WIBG
84309	NUDT16L1
84310	C7orf50
84311	MRPL45
84319	CMSS1
84320	ACBD6
84321	THOC3
84324	SARNP
84330	ZNF414
84333	PCGF5
84337	ELOF1
84340	GFM2
84365	MKI67IP
84376	HOOK3
84433	CARD11
84444	DOT1L
84445	LZTS2
84456	L3MBTL3
84464	SLX4
84467	FBN3
84516	DCTN5
84522	JAGN1
84528	RHOXF2
84545	MRPL43
84557	MAP1LC3A
84612	PARD6B
84617	TUBB6
84626	KRBA1
84632	AFAP1L2
84656	GLYR1
84661	DPY30
84662	GLIS2
84665	MYPN
84669	USP32
84675	TRIM55
84676	TRIM63
84678	KDM2B
84687	PPP1R9B
84699	CREB3L3
84707	BEX2
84708	LNX1
84717	HDGFRP2
84725	PLEKHA8
84726	PRRC2B
84733	CBX2
84759	PCGF1
84766	EFCAB4B
84787	SUV420H2
84790	TUBA1C
84823	LMNB2
84844	PHF5A
84867	PTPN5
84868	HAVCR2
84881	RPUSD4
84888	SPPL2A
84893	FBXO18
84902	CEP89
84914	ZNF587
84916	CIRH1A
84919	PPP1R15B
84928	TMEM209
84938	ATG4C
84944	MAEL
84950	PRPF38A
84955	NUDCD1
84959	UBASH3B
